Serial Number / PAK number,Coverage,Covered Line Status,Business Entity,Sub Business Entity,Product Family,Product ID,Product Description,Asset Type,Product Type,Offer Type,Parent Offer Type,PID Mapping Group,Item Quantity,Covered Line Start Date,Covered Line End Date,Covered Line End Date FY,Covered Line End Date FY-FQ,Contract Type,Contract Number,Ship Date,Ship Date FY,Ship Date FY-FQ,End of Product Sale Date,Last Renewal Date,End of Software Maintenance Date,Last Date of Support,LDOS FY,LDOS FY-FQ,Migration PID Flag,Install Site GU Name,Install Site GU ID,Install Site CR Parent Party Name,Install Site CR Parent Party ID,Install Site CR Party Name,Install Site CR Party ID,Install Site Name,Install Site ID,Install Site Address 1,Install Site City,Install Site State,Major/Minor,Configuration
SSI1609058X,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,5/11/17,3/31/18,2018,2018 Q3,SNT,92058507,5/3/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,112646
SSI1609059D,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-FA,"Nexus 5548 UP Chassis, 32 10GbE Ports, 2 PS, 2 Fans",Hardware,CHASSIS,Others,Others,,1,5/11/17,3/31/18,2018,2018 Q3,SNT,92058507,5/3/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,112645
SSI16150CPB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114123
SSI16150GMX,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113808
SSI16150GPP,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/18,3/31/19,2019,2019 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113943
SSI16150GRR,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114239
SSI16150JFM,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/24,5/31/24,2024,2024 Q4,SNT,205483789,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,"Entergy Services, Inc.",2000262575,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114007
SSI16160A3L,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114299
SSI16160A3N,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114298
SSI161708EW,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/18,3/31/19,2019,2019 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113887
SSI161708FB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114086
SSI161708HV,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N5000,N5K-C5548UP-BUN,Nexus 5548UP in N5548UP-N2K Bundle,Hardware,CHASSIS,Others,Others,,1,9/25/17,3/31/18,2018,2018 Q3,SNT,92058507,7/17/12,2012,2012 Q4,5/5/19,8/3/23,5/4/20,5/31/24,2024,2024 Q4,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113735
SSI161800FR,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114074
SSI161800FW,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114076
SSI161800GY,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114080
SSI1619005J,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114301
SSI161904Z9,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114300
SSI1619080K,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114218
SSI161908Q8,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114228
SSI161908QH,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114220
SSI161908QX,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114226
SSI161908VM,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114222
SSI161908VN,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114224
SSI162007AF,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114236
SSI162007JQ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114234
SSI162007JX,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114232
SSI162007KB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114231
SSI162008RV,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114072
SSI16200AWQ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113805
SSI16200AWR,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113801
SSI16200AX1,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113800
SSI16200AXB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113937
SSI16200C91,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114114
SSI16200C9C,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114119
SSI16200CBY,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114117
SSI16200DAX,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113803
SSI16200DBB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-FA-BUN,"^Standard airflow pack: N2K-C2248TP-1GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113849
SSI16200DK8,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114121
SSI16200DLF,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114078
SSI1621089V,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113804
SSI16210DN6,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113927
SSI16210DNZ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-FA-BUN,"^Standard airflow pack: N2K-C2248TP-1GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,113867
SSI16210GEB,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/1/19,3/31/20,2020,2020 Q3,SNT,202352146,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114001
SSI16210HC7,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114070
SSI16210HF5,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114004
SSI16210RXJ,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2K-C2248TP-BUN,Nexus 2248TP for N5K/N2K Bundle,Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114003
SSI16210RXX,NOT COVERED,EXPIRED,Data Center Networking,NX2/4/5/6K,N2000,N2248TP-FA-BUN,"^Standard airflow pack: N2K-C2248TP-1GE, 2AC PS, 1Fan",Hardware,CHASSIS,Others,Others,,1,4/30/21,11/30/21,2022,2022 Q2,SNT,92058507,7/17/12,2012,2012 Q4,11/2/16,1/31/21,11/2/17,11/30/21,2022,2022 Q2,Y,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,177639549,ENTERGY SERVICES INC,402488772,700 LOUISIANA ST,LITTLE ROCK,AR,Major,114233
