Serial Number / PAK number,Coverage,Covered Line Status,Business Entity,Sub Business Entity,Product Family,Product ID,Product Description,Asset Type,Product Type,Offer Type,Parent Offer Type,PID Mapping Group,Item Quantity,Covered Line Start Date,Covered Line End Date,Covered Line End Date FY,Covered Line End Date FY-FQ,Contract Type,Contract Number,Ship Date,Ship Date FY,Ship Date FY-FQ,End of Product Sale Date,Last Renewal Date,End of Software Maintenance Date,Last Date of Support,LDOS FY,LDOS FY-FQ,Migration PID Flag,Install Site GU Name,Install Site GU ID,Install Site CR Parent Party Name,Install Site CR Parent Party ID,Install Site CR Party Name,Install Site CR Party ID,Install Site Name,Install Site ID,Install Site Address 1,Install Site City,Install Site State,Major/Minor,Configuration
FDO27010TET,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,2/25/23,2/24/30,2030,2030 Q3,SNT,205248015,2/24/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87540
FDO27010TW4,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,2/25/23,2/24/30,2030,2030 Q3,SNT,205248015,2/24/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87541
FDO27010TXU,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,2/25/23,2/24/30,2030,2030 Q3,SNT,205248015,2/24/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87543
FDO27010TYK,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,2/25/23,2/24/30,2030,2030 Q3,SNT,205248015,2/24/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87542
FLM2708079C,NOT COVERED,TERMINATED,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/10/23,3/9/30,2030,2030 Q3,SNT,205273502,3/9/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1046425677,2200 W CHURCH ST,HAMMOND,LA,Major,87787
FDO2653147A,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/18/23,3/17/30,2030,2030 Q3,SNT,205287603,3/19/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87854
FDO26531A04,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/18/23,3/17/30,2030,2030 Q3,SNT,205287557,3/19/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87856
FDO26532H2M,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/18/23,3/17/30,2030,2030 Q3,SNT,205287603,3/19/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87853
FDO26532H50,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/18/23,3/17/30,2030,2030 Q3,SNT,205287603,3/19/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87852
FDO27012VXC,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,3/18/23,3/17/30,2030,2030 Q3,SNT,205287603,3/19/23,2023,2023 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,87855
FLM27150F8P,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89159
FLM271702KA,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89160
FLM271702L0,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89161
FLM271702LD,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89155
FLM271702Q7,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89153
FLM271702RQ,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89156
FLM27170EMW,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89154
FLM27170F34,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89157
FLM27170F3E,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/25/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,89158
FLM271701M5,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/26/23,5/25/30,2030,2030 Q4,SNT,205483789,5/26/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1053216313,700 LOUISIANA ST,LITTLE ROCK,AR,Major,89215
FLM27190D8K,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/26/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1053231674,1300 ECHELON PKWY,JACKSON,MS,Major,89174
FLM27190D8L,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/25/23,5/24/30,2030,2030 Q4,SNT,205483789,5/26/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1053231674,1300 ECHELON PKWY,JACKSON,MS,Major,89173
FLM27190D8S,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/26/23,5/25/30,2030,2030 Q4,SNT,205483789,5/26/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1053216313,700 LOUISIANA ST,LITTLE ROCK,AR,Major,89214
FLM27160TNC,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/28/23,5/27/30,2030,2030 Q4,SNT,205483789,5/28/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Major,89249
FLM271702FL,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,5/28/23,5/27/30,2030,2030 Q4,SNT,205483789,5/28/23,2023,2023 Q4,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Major,89248
FDO262821BA,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,C1-N9K-C93180YC-EX,Cisco ONE Nexus 9300 with 48p 10/25G SFP+ and 6p 100G QSFP28,Hardware,CHASSIS,Cisco One - Transactional - Perpetual,Cisco One,,1,5/30/23,2/28/26,2026,2026 Q3,SNT,205483789,6/12/23,2023,2023 Q4,3/1/21,5/27/25,3/1/22,2/28/26,2026,2026 Q3,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES INC,888373,"ENTERGY SERVICES, INC.",404264235,1340 ECHELON PKWY,JACKSON,MS,Major,89650
FLM27210ASC,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C9348GC-FXP,"Nexus 9300 with 48p 100M/1GT, 4p 10/25G & 2p 40/100G QSFP28",Hardware,CHASSIS,Others,Others,,1,6/17/22,6/16/29,2029,2029 Q4,SNT,204814150,12/7/23,2024,2024 Q2,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY LOUISIANA LLC,15056,"ENTERGY LOUISIANA, LLC",352040,"ENTERGY LOUISIANA, LLC",1013892719,2200 W CHURCH ST,HAMMOND,LA,Major,92654
FLM27490021,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,12/30/23,12/29/30,2031,2031 Q2,SNT,205809203,12/29/23,2024,2024 Q2,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY CORPORATION,1003268054,639 LOYOLA AVE,NEW ORLEANS,LA,Major,92754
N/A,COVERED,ACTIVE,Data Center Networking,SAN,MDS9000,DS-9148T-KIT-CSCO,MDS 9148T Accessory Kit for Cisco,Hardware,CARD,Others,Others,,1,2/28/24,2/27/29,2029,2029 Q3,SSC4P,204720218,1/30/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Minor,92928.33
N/A,COVERED,ACTIVE,Data Center Networking,SAN,MDS9000,DS-9148T-KIT-CSCO,MDS 9148T Accessory Kit for Cisco,Hardware,CARD,Others,Others,,1,2/28/24,2/27/29,2029,2029 Q3,SSC4P,204720218,1/30/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Minor,92929.33
N/A,COVERED,ACTIVE,Data Center Networking,SAN,MDS9000,DS-9148T-KIT-CSCO,MDS 9148T Accessory Kit for Cisco,Hardware,CARD,Others,Others,,1,2/29/24,2/27/29,2029,2029 Q3,SSC4P,204720218,1/30/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Minor,93088.33
N/A,COVERED,ACTIVE,Data Center Networking,SAN,MDS9000,DS-9148T-KIT-CSCO,MDS 9148T Accessory Kit for Cisco,Hardware,CARD,Others,Others,,1,2/29/24,2/27/29,2029,2029 Q3,SSC4P,204720218,1/30/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY-LITTLE ROCK DATA CENTER,256069912,ENTERGY LITTLE ROCK DATA CENTER,1047829814,700 SOUTH LOUSIANA ST. A-DC-BA,LITTLE ROCK,AR,Minor,93089.33
FLM281006BD,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C9336C-FX2,"Nexus 9300 Series, 36p 40/100G QSFP28",Hardware,CHASSIS,Others,Others,,1,4/9/24,4/8/31,2031,2031 Q3,SNT,204791607,4/10/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93868
FLM281006BS,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C9336C-FX2,"Nexus 9300 Series, 36p 40/100G QSFP28",Hardware,CHASSIS,Others,Others,,1,4/9/24,4/8/31,2031,2031 Q3,SNT,204791607,4/10/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93869
FDO280700DP,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93822
FDO280700DQ,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93823
FDO280700GK,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93824
FDO280700LN,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93825
FDO280705FB,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93831
FDO280705FC,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93827
FDO280705FD,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93828
FDO280705FE,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93829
FDO280705FG,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93838
FDO280709EJ,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93830
FDO280709FF,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY SERVICES LLC,327996889,"ENTERGY SERVICES, LLC",1021009583,1300 ECHELON PKWY,JACKSON,MS,Major,93826
FDO280709G8,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93835
FDO280709G9,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93832
FDO280709GB,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93833
FDO280709P2,COVERED,ACTIVE,Data Center Networking,NX9K,N9300,N9K-C93180YC-FX3,"Nexus 9300 48p 1/10/25G, 6p 40/100G, MACsec,SyncE",Hardware,CHASSIS,Others,Others,,1,4/21/24,4/20/31,2031,2031 Q3,SNT,205483789,4/22/24,2024,2024 Q3,,,,,,,N,ENTERGY CORPORATION,181149,ENTERGY SERVICES INC,26853,ENTERGY LITTLE ROCK DATA CENTER,398198023,ENTERGY LITTLE ROCK DATA CENTER,1057786727,700 LOUISIANA ST,LITTLE ROCK,AR,Major,93834
